x,y,z,q0,q1,q2,q3,Timestamp,Id. Packet
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.39941442012787,-2.76242685317993,0.0563954934477806,-0.00527238845825195,-0.126285448670387,0.0143166948109865,-0.991876602172852,3408288459000,7722
1.39943861961365,-2.7624192237854,0.0564272813498974,-0.00529986619949341,-0.126261487603188,0.0142838768661022,-0.991879999637604,3408293410000,7722
1.39946269989014,-2.76241040229797,0.0564638562500477,-0.00531136989593506,-0.126232668757439,0.0142502710223198,-0.991884112358093,3408298410000,7722
1.39948749542236,-2.7624077796936,0.0564994253218174,-0.0053136944770813,-0.126205816864967,0.0142365042120218,-0.99188768863678,3408303410000,7723
1.39951419830322,-2.76241374015808,0.0565304532647133,-0.0053141713142395,-0.126177251338959,0.0142355151474476,-0.991891384124756,3408308410000,7723
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.39954400062561,-2.76243138313293,0.0565575957298279,-0.00531315803527832,-0.126157730817795,0.0142592778429389,-0.991893529891968,3408313410000,7723
1.3995760679245,-2.76245427131653,0.0565822720527649,-0.00531825423240662,-0.126142650842667,0.0142823373898864,-0.991895020008087,3408318410000,7724
1.39960956573486,-2.76248049736023,0.0566062666475773,-0.00532454252243042,-0.126137182116508,0.0143064502626657,-0.991895318031311,3408323410000,7724
1.39964652061462,-2.76250767707825,0.0566283240914345,-0.00534063577651978,-0.126142606139183,0.0143175087869167,-0.991894364356995,3408328410000,7724
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.39966857433319,-2.76248741149902,0.0566212758421898,-0.00536945462226868,-0.126143485307693,0.0143297091126442,-0.991894006729126,3408333410000,7726
1.39968371391296,-2.76244735717773,0.0566006377339363,-0.00541436672210693,-0.126151442527771,0.0143421860411763,-0.991892457008362,3408338410000,7726
1.39969921112061,-2.76241302490234,0.0565800368785858,-0.00546848773956299,-0.126150488853455,0.0143612939864397,-0.991892099380493,3408343410000,7726
1.39971375465393,-2.76238131523132,0.0565623492002487,-0.00553196668624878,-0.126144602894783,0.0143779516220093,-0.991892218589783,3408348410000,7727
1.39972984790802,-2.76235151290894,0.0565456263720989,-0.00559777021408081,-0.126138374209404,0.0144056417047977,-0.991892278194427,3408353410000,7727
1.39974868297577,-2.76231670379639,0.05653016269207,-0.00566792488098145,-0.126119241118431,0.0144153302535415,-0.991894245147705,3408358410000,7727
1.39977133274078,-2.76227521896362,0.0565152540802956,-0.00574412941932678,-0.126103684306145,0.0144033040851355,-0.991895914077759,3408363410000,7728
1.39979684352875,-2.76223063468933,0.0565002933144569,-0.00581833720207214,-0.126087605953217,0.0143819125369191,-0.991897821426392,3408368410000,7728
1.39982306957245,-2.76218461990356,0.0564871951937675,-0.00589504837989807,-0.126078471541405,0.0143503546714783,-0.991899013519287,3408373410000,7728
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.39985108375549,-2.76214098930359,0.0564734488725662,-0.00597968697547913,-0.126077592372894,0.0143020618706942,-0.991899251937866,3408378410000,7729
1.39988303184509,-2.76210927963257,0.0564561635255814,-0.00606581568717957,-0.126074194908142,0.0142666585743427,-0.99189966917038,3408383410000,7729
1.39991843700409,-2.76209402084351,0.0564364343881607,-0.00616210699081421,-0.126077488064766,0.014239015057683,-0.991899013519287,3408388410000,7729
1.39995396137238,-2.76209950447083,0.0564152747392654,-0.00627121329307556,-0.126086801290512,0.0142261749133468,-0.991897344589233,3408393410000,7730
1.39998745918274,-2.76212859153748,0.0563945733010769,-0.00639140605926514,-0.126093953847885,0.0142420567572117,-0.99189555644989,3408398410000,7730
1.40002274513245,-2.76217889785767,0.0563720427453518,-0.0065247118473053,-0.126115009188652,0.0142707172781229,-0.991891503334045,3408403410000,7730
1.40005683898926,-2.7622447013855,0.0563484653830528,-0.00666689872741699,-0.126126900315285,0.01430325768888,-0.991888642311096,3408408410000,7731
1.40008974075317,-2.76232266426086,0.0563267022371292,-0.0068153440952301,-0.126141279935837,0.014337002299726,-0.991885244846344,3408413410000,7731
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.40011835098267,-2.76241064071655,0.0563089139759541,-0.00697812438011169,-0.126143410801888,0.0143543444573879,-0.991883635520935,3408418410000,7731
1.40014207363129,-2.7625138759613,0.0562947392463684,-0.00715267658233643,-0.126139163970947,0.0143758859485388,-0.991882562637329,3408423410000,7732
1.40016174316406,-2.76263332366943,0.0562821701169014,-0.0073472261428833,-0.126132950186729,0.0144041739404202,-0.991881549358368,3408428410000,7732
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1.40017712116241,-2.76276612281799,0.0562700182199478,-0.00755712389945984,-0.126116439700127,0.0144303515553474,-0.991881728172302,3408433410000,7732
1.40018916130066,-2.76291632652283,0.0562587417662144,-0.0077781081199646,-0.126101061701775,0.0144648477435112,-0.991881489753723,3408438410000,7733
